Left,Gestures,index_finger_dip,index_finger_mcp,index_finger_pip,index_finger_tip,middle_finger_dip,middle_finger_mcp,middle_finger_pip,middle_finger_tip,pinky_finger_dip,pinky_finger_mcp,pinky_finger_pip,pinky_finger_tip,ring_finger_dip,ring_finger_mcp,ring_finger_pip,ring_finger_tip,thumb_cmc,thumb_ip,thumb_mcp,thumb_tip,wrist
0.0,{'Open_Palm': 0.783570528030396},"{'x': 0.495075076818466, 'y': 0.365355223417282, 'z': -0.035511277616024}","{'x': 0.435108840465546, 'y': 0.462174564599991, 'z': -0.01102777197957}","{'x': 0.474633514881134, 'y': 0.406283557415009, 'z': -0.023649474605918}","{'x': 0.509443342685699, 'y': 0.32876855134964, 'z': -0.044741246849298}","{'x': 0.443024396896362, 'y': 0.312172770500183, 'z': -0.033472530543804}","{'x': 0.404179841279984, 'y': 0.435286670923233, 'z': -0.010212273336947}","{'x': 0.429217785596848, 'y': 0.360195696353912, 'z': -0.021555121988058}","{'x': 0.453226566314697, 'y': 0.272240459918976, 'z': -0.04233181476593}","{'x': 0.332706332206726, 'y': 0.334344506263733, 'z': -0.042628362774849}","{'x': 0.334492802619934, 'y': 0.43160080909729, 'z': -0.01812632009387}","{'x': 0.33247098326683, 'y': 0.373892724514008, 'z': -0.03436216711998}","{'x': 0.33596932888031, 'y': 0.296826362609863, 'z': -0.047002401202917}","{'x': 0.399747282266617, 'y': 0.309904754161835, 'z': -0.038143116980791}","{'x': 0.370848178863525, 'y': 0.426179170608521, 'z': -0.012964582070708}","{'x': 0.387945890426636, 'y': 0.355284869670868, 'z': -0.026967072859406}","{'x': 0.411074310541153, 'y': 0.271783113479614, 'z': -0.045705012977123}","{'x': 0.389897555112839, 'y': 0.607011556625366, 'z': -0.023964552208781}","{'x': 0.487855494022369, 'y': 0.528969168663025, 'z': -0.03734615445137}","{'x': 0.448090255260468, 'y': 0.57363224029541, 'z': -0.031507920473814}","{'x': 0.523487389087677, 'y': 0.501635551452637, 'z': -0.042776633054018}","{'x': 0.327304810285568, 'y': 0.607840776443481, 'z': 3.86597804e-07}"
0.0,{'Open_Palm': 0.788262903690338},"{'x': 0.513986587524414, 'y': 0.35552316904068, 'z': -0.03068646043539}","{'x': 0.456079602241516, 'y': 0.454790890216827, 'z': -0.009209735319018}","{'x': 0.494518399238586, 'y': 0.396252661943436, 'z': -0.019748710095882}","{'x': 0.529007077217102, 'y': 0.319020986557007, 'z': -0.039915181696415}","{'x': 0.463139146566391, 'y': 0.303556650876999, 'z': -0.027572236955166}","{'x': 0.424824237823486, 'y': 0.4276202917099, 'z': -0.006950026843697}","{'x': 0.449504494667053, 'y': 0.351023852825165, 'z': -0.016083804890513}","{'x': 0.473641693592072, 'y': 0.26352933049202, 'z': -0.036838941276073}","{'x': 0.353684484958649, 'y': 0.324342489242554, 'z': -0.036041397601366}","{'x': 0.354476809501648, 'y': 0.422001034021378, 'z': -0.013520271517336}","{'x': 0.352804929018021, 'y': 0.36366730928421, 'z': -0.027838084846735}","{'x': 0.357176959514618, 'y': 0.286948621273041, 'z': -0.041130486875772}","{'x': 0.42124155163765, 'y': 0.302369117736816, 'z': -0.032186597585678}","{'x': 0.391620099544525, 'y': 0.418382734060287, 'z': -0.008801468648016}","{'x': 0.408313930034637, 'y': 0.347543805837631, 'z': -0.02096401527524}","{'x': 0.43339616060257, 'y': 0.263711452484131, 'z': -0.040446877479553}","{'x': 0.405199974775314, 'y': 0.601378202438354, 'z': -0.026698738336563}","{'x': 0.508449375629425, 'y': 0.522710859775543, 'z': -0.040370922535658}","{'x': 0.465860396623611, 'y': 0.568802773952484, 'z': -0.034484285861254}","{'x': 0.54544985294342, 'y': 0.495992481708527, 'z': -0.045611925423145}","{'x': 0.339607030153275, 'y': 0.601149082183838, 'z': 3.67404709e-07}"
0.0,{'Open_Palm': 0.790048718452454},"{'x': 0.529153943061829, 'y': 0.370364367961884, 'z': -0.028730109333992}","{'x': 0.474035799503326, 'y': 0.464585810899734, 'z': -0.008448662236333}","{'x': 0.51045423746109, 'y': 0.409589946269989, 'z': -0.018433447927237}","{'x': 0.542892515659332, 'y': 0.336018085479736, 'z': -0.037071708589792}","{'x': 0.482500106096268, 'y': 0.318603873252869, 'z': -0.023516610264778}","{'x': 0.443198591470718, 'y': 0.437464833259583, 'z': -0.006484290584922}","{'x': 0.468466967344284, 'y': 0.364279061555862, 'z': -0.01409506984055}","{'x': 0.492967128753662, 'y': 0.281637847423553, 'z': -0.030964463949203}","{'x': 0.374095529317856, 'y': 0.335708856582642, 'z': -0.034260146319866}","{'x': 0.374455034732819, 'y': 0.43270069360733, 'z': -0.013257185928524}","{'x': 0.372875452041626, 'y': 0.374150186777115, 'z': -0.026979863643646}","{'x': 0.377715051174164, 'y': 0.300502628087997, 'z': -0.038356460630894}","{'x': 0.437816619873047, 'y': 0.313579201698303, 'z': -0.029083881527185}","{'x': 0.410451918840408, 'y': 0.427859902381897, 'z': -0.008476592600346}","{'x': 0.426575928926468, 'y': 0.356469839811325, 'z': -0.019513385370374}","{'x': 0.448179870843887, 'y': 0.27856433391571, 'z': -0.035842813551426}","{'x': 0.424822360277176, 'y': 0.611163318157196, 'z': -0.025006180629134}","{'x': 0.526472389698029, 'y': 0.532412946224213, 'z': -0.036047630012035}","{'x': 0.485093086957932, 'y': 0.576048612594604, 'z': -0.031429957598448}","{'x': 0.562629222869873, 'y': 0.510427534580231, 'z': -0.040330145508051}","{'x': 0.361413478851318, 'y': 0.608588933944702, 'z': 3.55141509e-07}"
0.0,{'Open_Palm': 0.779977142810822},"{'x': 0.625073432922363, 'y': 0.391150891780853, 'z': -0.029029423370957}","{'x': 0.567702353000641, 'y': 0.479560196399689, 'z': -0.008349053561687}","{'x': 0.604870557785034, 'y': 0.427391111850739, 'z': -0.018315764144063}","{'x': 0.64087039232254, 'y': 0.357971787452698, 'z': -0.037975158542395}","{'x': 0.578968703746796, 'y': 0.335418939590454, 'z': -0.02651896327734}","{'x': 0.537470757961273, 'y': 0.451291114091873, 'z': -0.005595501046628}","{'x': 0.563393771648407, 'y': 0.37995433807373, 'z': -0.014771061949432}","{'x': 0.591173529624939, 'y': 0.297680497169495, 'z': -0.03587131947279}","{'x': 0.475710541009903, 'y': 0.342727243900299, 'z': -0.03408570587635}","{'x': 0.469227522611618, 'y': 0.441776216030121, 'z': -0.010704821906984}","{'x': 0.471482574939728, 'y': 0.382571399211884, 'z': -0.025352129712701}","{'x': 0.48290354013443, 'y': 0.304677963256836, 'z': -0.039495576173067}","{'x': 0.537794351577759, 'y': 0.328444480895996, 'z': -0.031257014721632}","{'x': 0.505084097385406, 'y': 0.440496981143951, 'z': -0.006846312433481}","{'x': 0.523138165473938, 'y': 0.371613204479218, 'z': -0.019464919343591}","{'x': 0.551604866981506, 'y': 0.290992975234985, 'z': -0.039495576173067}","{'x': 0.525435566902161, 'y': 0.620692372322083, 'z': -0.025988584384322}","{'x': 0.621913611888885, 'y': 0.552607357501984, 'z': -0.038187306374311}","{'x': 0.581039190292358, 'y': 0.593419432640076, 'z': -0.033184062689543}","{'x': 0.657361030578613, 'y': 0.528823733329773, 'z': -0.042748566716909}","{'x': 0.461090624332428, 'y': 0.613404870033264, 'z': 3.92777622e-07}"
0.0,{'Open_Palm': 0.77517956495285},"{'x': 0.607148408889771, 'y': 0.525127291679382, 'z': -0.026266638189554}","{'x': 0.541661441326141, 'y': 0.620696783065796, 'z': -0.00495708361268}","{'x': 0.583975076675415, 'y': 0.563942790031433, 'z': -0.014642777852714}","{'x': 0.625691652297974, 'y': 0.490798056125641, 'z': -0.035939496010542}","{'x': 0.560123980045319, 'y': 0.461400866508484, 'z': -0.022549467161298}","{'x': 0.509762585163116, 'y': 0.589928865432739, 'z': -0.003021484706551}","{'x': 0.540806174278259, 'y': 0.510750889778137, 'z': -0.010925606824458}","{'x': 0.575340449810028, 'y': 0.420982122421265, 'z': -0.031996417790651}","{'x': 0.446147382259369, 'y': 0.473937153816223, 'z': -0.032633062452078}","{'x': 0.437308788299561, 'y': 0.58085972070694, 'z': -0.010946144349873}","{'x': 0.440763235092163, 'y': 0.516925394535065, 'z': -0.024582615122199}","{'x': 0.454803943634033, 'y': 0.433721870183945, 'z': -0.037746742367744}","{'x': 0.514743268489838, 'y': 0.455650389194489, 'z': -0.028484616428614}","{'x': 0.475483238697052, 'y': 0.578531205654144, 'z': -0.005498743150383}","{'x': 0.49706244468689, 'y': 0.502546191215515, 'z': -0.016850490123034}","{'x': 0.531313717365265, 'y': 0.416638523340225, 'z': -0.036986872553825}","{'x': 0.488649874925613, 'y': 0.785497188568115, 'z': -0.026122879236937}","{'x': 0.600530326366425, 'y': 0.706295669078827, 'z': -0.037582445889711}","{'x': 0.5523841381073, 'y': 0.749801576137543, 'z': -0.03275628760457}","{'x': 0.639884769916534, 'y': 0.682541370391846, 'z': -0.041463911533356}","{'x': 0.420522272586823, 'y': 0.780093967914581, 'z': 4.15525392e-07}"
0.0,{'Open_Palm': 0.741324126720428},"{'x': 0.729773044586182, 'y': 0.543663144111633, 'z': -0.025253055617213}","{'x': 0.666056573390961, 'y': 0.624519348144531, 'z': -0.004111386835575}","{'x': 0.705866158008575, 'y': 0.576794803142548, 'z': -0.014060945250094}","{'x': 0.749449789524078, 'y': 0.514558255672455, 'z': -0.034243285655975}","{'x': 0.688531994819641, 'y': 0.479810744524002, 'z': -0.021178212016821}","{'x': 0.63733446598053, 'y': 0.591435730457306, 'z': -0.001524639432319}","{'x': 0.668352484703064, 'y': 0.522350430488586, 'z': -0.009940421208739}","{'x': 0.705707550048828, 'y': 0.44377863407135, 'z': -0.030040537938476}","{'x': 0.585471212863922, 'y': 0.472623914480209, 'z': -0.030241535976529}","{'x': 0.568934798240662, 'y': 0.571242272853851, 'z': -0.008181661367416}","{'x': 0.576278328895569, 'y': 0.51155823469162, 'z': -0.022219764068723}","{'x': 0.597666800022125, 'y': 0.43705278635025, 'z': -0.035120382905006}","{'x': 0.648099660873413, 'y': 0.466586589813232, 'z': -0.027025518938899}","{'x': 0.605319619178772, 'y': 0.575615286827087, 'z': -0.003460417501628}","{'x': 0.629244089126587, 'y': 0.507335782051086, 'z': -0.015769453719258}","{'x': 0.666699230670929, 'y': 0.43166583776474, 'z': -0.034700106829405}","{'x': 0.617453634738922, 'y': 0.76777321100235, 'z': -0.026002241298556}","{'x': 0.719897150993347, 'y': 0.72079461812973, 'z': -0.040127139538527}","{'x': 0.674820482730865, 'y': 0.754099786281586, 'z': -0.033877830952406}","{'x': 0.758376777172089, 'y': 0.702554821968079, 'z': -0.04597444459796}","{'x': 0.548327028751373, 'y': 0.747819125652313, 'z': 4.34124729e-07}"
0.0,{'Closed_Fist': 0.976741969585419},"{'x': 0.697119176387787, 'y': 0.567999124526978, 'z': -0.032162055373192}","{'x': 0.689105987548828, 'y': 0.552696406841278, 'z': -0.001597861060873}","{'x': 0.717788577079773, 'y': 0.51965594291687, 'z': -0.022663414478302}","{'x': 0.68016654253006, 'y': 0.585648119449615, 'z': -0.035467136651278}","{'x': 0.662197709083557, 'y': 0.56720757484436, 'z': -0.041660688817501}","{'x': 0.65908008813858, 'y': 0.530126690864563, 'z': -0.002695793984458}","{'x': 0.686225771903992, 'y': 0.498416125774384, 'z': -0.032106503844261}","{'x': 0.642192304134369, 'y': 0.578795373439789, 'z': -0.040355317294598}","{'x': 0.608006060123444, 'y': 0.536801338195801, 'z': -0.016789257526398}","{'x': 0.590670466423035, 'y': 0.504245042800903, 'z': -0.010040225461125}","{'x': 0.616355359554291, 'y': 0.486269801855087, 'z': -0.027704358100891}","{'x': 0.594259142875671, 'y': 0.547256767749786, 'z': -0.003686971031129}","{'x': 0.635797798633575, 'y': 0.55335521697998, 'z': -0.029523542150855}","{'x': 0.62780350446701, 'y': 0.517341792583466, 'z': -0.006297707557678}","{'x': 0.65380847454071, 'y': 0.482917904853821, 'z': -0.037383526563644}","{'x': 0.617373645305634, 'y': 0.565288007259369, 'z': -0.015622758306563}","{'x': 0.642342865467072, 'y': 0.66305273771286, 'z': -0.015289473347366}","{'x': 0.720981359481812, 'y': 0.559584021568298, 'z': -0.021427480503917}","{'x': 0.702828764915466, 'y': 0.631788730621338, 'z': -0.01881674490869}","{'x': 0.689571917057037, 'y': 0.517962574958801, 'z': -0.02042762376368}","{'x': 0.583546042442322, 'y': 0.639234960079193, 'z': -2.87968305e-07}"
0.0,{'Closed_Fist': 0.970640063285828},"{'x': 0.572628915309906, 'y': 0.488386511802673, 'z': -0.040473282337189}","{'x': 0.577774703502655, 'y': 0.486235380172729, 'z': -0.008272750303149}","{'x': 0.595690310001373, 'y': 0.438474208116531, 'z': -0.031022815033793}","{'x': 0.564983606338501, 'y': 0.509039878845215, 'z': -0.044810734689236}","{'x': 0.536787986755371, 'y': 0.497972756624222, 'z': -0.037083756178617}","{'x': 0.545515894889832, 'y': 0.469116806983948, 'z': -0.007296105846763}","{'x': 0.557164430618286, 'y': 0.427808940410614, 'z': -0.034785766154528}","{'x': 0.532698154449463, 'y': 0.510479986667633, 'z': -0.032171808183193}","{'x': 0.477860331535339, 'y': 0.480727970600128, 'z': -0.025364024564624}","{'x': 0.477239161729813, 'y': 0.452487617731094, 'z': -0.014283420518041}","{'x': 0.484204053878784, 'y': 0.429481744766235, 'z': -0.034326169639826}","{'x': 0.474869668483734, 'y': 0.495437860488892, 'z': -0.014197246171534}","{'x': 0.506888866424561, 'y': 0.491322070360184, 'z': -0.028480665758252}","{'x': 0.512847065925598, 'y': 0.461036205291748, 'z': -0.010233219712973}","{'x': 0.520890355110168, 'y': 0.421112895011902, 'z': -0.040789257735014}","{'x': 0.502201974391937, 'y': 0.508280098438263, 'z': -0.012926172465086}","{'x': 0.518186390399933, 'y': 0.605514347553253, 'z': -0.019317446276546}","{'x': 0.590785264968872, 'y': 0.481457650661469, 'z': -0.023956507444382}","{'x': 0.577877461910248, 'y': 0.558552503585815, 'z': -0.022649528458714}","{'x': 0.558423101902008, 'y': 0.445786565542221, 'z': -0.02025100402534}","{'x': 0.4715735912323, 'y': 0.581790447235107, 'z': -3.54808805e-07}"
0.0,{'Closed_Fist': 0.969419062137604},"{'x': 0.572757482528687, 'y': 0.48698952794075, 'z': -0.040760330855846}","{'x': 0.578401863574982, 'y': 0.488281786441803, 'z': -0.005401619710028}","{'x': 0.596782445907593, 'y': 0.440289586782455, 'z': -0.029650511220098}","{'x': 0.563605785369873, 'y': 0.508032083511353, 'z': -0.045519594103098}","{'x': 0.536832630634308, 'y': 0.498081147670746, 'z': -0.040877122431993}","{'x': 0.545696973800659, 'y': 0.469470471143723, 'z': -0.004065813496709}","{'x': 0.558735072612762, 'y': 0.428458571434021, 'z': -0.03497913479805}","{'x': 0.530310153961182, 'y': 0.511978030204773, 'z': -0.037198182195425}","{'x': 0.478121340274811, 'y': 0.480923146009445, 'z': -0.02351894415915}","{'x': 0.477028697729111, 'y': 0.450208127498627, 'z': -0.010365270078182}","{'x': 0.485751688480377, 'y': 0.42759495973587, 'z': -0.032059341669083}","{'x': 0.47428035736084, 'y': 0.49666091799736, 'z': -0.011664579622447}","{'x': 0.506672203540802, 'y': 0.490544885396957, 'z': -0.029957089573145}","{'x': 0.513322830200195, 'y': 0.460340619087219, 'z': -0.006704577710479}","{'x': 0.522594690322876, 'y': 0.41937792301178, 'z': -0.040293160825968}","{'x': 0.50022566318512, 'y': 0.508140206336975, 'z': -0.014438384212554}","{'x': 0.515229046344757, 'y': 0.608053088188171, 'z': -0.020248774439096}","{'x': 0.590688586235046, 'y': 0.484749466180801, 'z': -0.025431411340833}","{'x': 0.576385200023651, 'y': 0.56396472454071, 'z': -0.023810924962163}","{'x': 0.559120833873749, 'y': 0.444042235612869, 'z': -0.02191305719316}","{'x': 0.468268215656281, 'y': 0.583769261837006, 'z': -3.54638104e-07}"
0.0,{'Closed_Fist': 0.972305536270142},"{'x': 0.523297607898712, 'y': 0.440561592578888, 'z': -0.039659526199102}","{'x': 0.530815482139587, 'y': 0.443924218416214, 'z': -0.003922094125301}","{'x': 0.544501543045044, 'y': 0.393252909183502, 'z': -0.028759628534317}","{'x': 0.515730142593384, 'y': 0.464191257953644, 'z': -0.043829672038555}","{'x': 0.487237185239792, 'y': 0.45413863658905, 'z': -0.038624178618193}","{'x': 0.497454077005386, 'y': 0.425781637430191, 'z': -0.000551376026124}","{'x': 0.503751337528229, 'y': 0.383486092090607, 'z': -0.032757215201855}","{'x': 0.484691888093948, 'y': 0.469127148389816, 'z': -0.034137677401304}","{'x': 0.429176598787308, 'y': 0.44102743268013, 'z': -0.021713519468904}","{'x': 0.429449379444122, 'y': 0.40913587808609, 'z': -0.00491430144757}","{'x': 0.433900475502014, 'y': 0.387933790683746, 'z': -0.028443273156881}","{'x': 0.42810046672821, 'y': 0.456552892923355, 'z': -0.010561973787844}","{'x': 0.457437992095947, 'y': 0.450495779514313, 'z': -0.02829947322607}","{'x': 0.465175062417984, 'y': 0.417881101369858, 'z': -0.002038338687271}","{'x': 0.467500746250153, 'y': 0.378976464271545, 'z': -0.037416275590658}","{'x': 0.45481276512146, 'y': 0.46845281124115, 'z': -0.012790843844414}","{'x': 0.46969535946846, 'y': 0.566775977611542, 'z': -0.02369793318212}","{'x': 0.537824928760529, 'y': 0.432542741298676, 'z': -0.028141297399998}","{'x': 0.528378427028656, 'y': 0.515225172042847, 'z': -0.027235368266702}","{'x': 0.504686594009399, 'y': 0.394527554512024, 'z': -0.023022081702948}","{'x': 0.423290073871613, 'y': 0.543520152568817, 'z': -3.26714229e-07}"
0.0,{'Closed_Fist': 0.975336194038391},"{'x': 0.55334198474884, 'y': 0.316429555416107, 'z': -0.037998255342245}","{'x': 0.561828851699829, 'y': 0.322926491498947, 'z': -0.001914452994242}","{'x': 0.574070632457733, 'y': 0.270741730928421, 'z': -0.026379983872175}","{'x': 0.546490788459778, 'y': 0.340775817632675, 'z': -0.042706497013569}","{'x': 0.520035028457642, 'y': 0.330729484558105, 'z': -0.03356697037816}","{'x': 0.530642867088318, 'y': 0.307700544595718, 'z': 0.000136854825541}","{'x': 0.537441074848175, 'y': 0.26360946893692, 'z': -0.028831038624048}","{'x': 0.519804000854492, 'y': 0.345055669546127, 'z': -0.029107991605997}","{'x': 0.465256959199905, 'y': 0.318722009658813, 'z': -0.019373018294573}","{'x': 0.466788351535797, 'y': 0.29166567325592, 'z': -0.006747321225703}","{'x': 0.470283031463623, 'y': 0.269655048847198, 'z': -0.026878502219915}","{'x': 0.465687870979309, 'y': 0.335426896810532, 'z': -0.008329427801073}","{'x': 0.491644591093063, 'y': 0.327099680900574, 'z': -0.025687595829368}","{'x': 0.500079691410065, 'y': 0.300044357776642, 'z': -0.002617226913571}","{'x': 0.503061711788177, 'y': 0.259326457977295, 'z': -0.034785576164722}","{'x': 0.491406351327896, 'y': 0.345861464738846, 'z': -0.010877415537834}","{'x': 0.504369020462036, 'y': 0.432785481214523, 'z': -0.020840879529715}","{'x': 0.566144287586212, 'y': 0.308722287416458, 'z': -0.027626283466816}","{'x': 0.557609498500824, 'y': 0.384068638086319, 'z': -0.025036750361323}","{'x': 0.536966979503632, 'y': 0.273518234491348, 'z': -0.024413604289293}","{'x': 0.459200233221054, 'y': 0.419411182403564, 'z': -3.11244975e-07}"
0.0,{'Closed_Fist': 0.94542396068573},"{'x': 0.463571846485138, 'y': 0.287128329277039, 'z': -0.036753505468369}","{'x': 0.481311619281769, 'y': 0.304968953132629, 'z': 0.00410816213116}","{'x': 0.487211287021637, 'y': 0.254854708909988, 'z': -0.021598005667329}","{'x': 0.454542934894562, 'y': 0.318123400211334, 'z': -0.042060770094395}","{'x': 0.429220348596573, 'y': 0.295282900333405, 'z': -0.037633322179317}","{'x': 0.452666640281677, 'y': 0.291772425174713, 'z': 0.007088175974786}","{'x': 0.446678876876831, 'y': 0.24595919251442, 'z': -0.025727454572916}","{'x': 0.427179485559464, 'y': 0.327039450407028, 'z': -0.035362832248211}","{'x': 0.388515174388885, 'y': 0.299874633550644, 'z': -0.019497806206346}","{'x': 0.399570345878601, 'y': 0.289124935865402, 'z': -0.00059201172553}","{'x': 0.39357402920723, 'y': 0.265365540981293, 'z': -0.020079618319869}","{'x': 0.389332503080368, 'y': 0.325631827116013, 'z': -0.011856198310852}","{'x': 0.405824512243271, 'y': 0.299818724393845, 'z': -0.030339380726218}","{'x': 0.425997018814087, 'y': 0.287327259778976, 'z': 0.004292639438063}","{'x': 0.415380030870438, 'y': 0.25075751543045, 'z': -0.02823917940259}","{'x': 0.407321721315384, 'y': 0.33023589849472, 'z': -0.020448572933674}","{'x': 0.431819677352905, 'y': 0.403003990650177, 'z': -0.02405297011137}","{'x': 0.470274358987808, 'y': 0.292548477649689, 'z': -0.037179220467806}","{'x': 0.474266886711121, 'y': 0.355354994535446, 'z': -0.030935382470489}","{'x': 0.437818735837936, 'y': 0.268615961074829, 'z': -0.038796946406364}","{'x': 0.379862874746323, 'y': 0.418276786804199, 'z': -2.2714049e-07}"
0.0,{'Closed_Fist': 0.931765794754028},"{'x': 0.291574537754059, 'y': 0.283281207084656, 'z': -0.057486839592457}","{'x': 0.32213020324707, 'y': 0.296953290700912, 'z': -0.011022306978703}","{'x': 0.305888116359711, 'y': 0.229618221521378, 'z': -0.041601531207561}","{'x': 0.295271098613739, 'y': 0.312001019716263, 'z': -0.063361406326294}","{'x': 0.263133645057678, 'y': 0.304895877838135, 'z': -0.042200971394777}","{'x': 0.285395383834839, 'y': 0.29175940155983, 'z': -0.005102781113237}","{'x': 0.267933189868927, 'y': 0.237073108553886, 'z': -0.036566186696291}","{'x': 0.272842943668365, 'y': 0.321524977684021, 'z': -0.037974882870913}","{'x': 0.212894201278687, 'y': 0.317865908145905, 'z': -0.024876995012164}","{'x': 0.220030829310417, 'y': 0.295239388942719, 'z': -0.007920175790787}","{'x': 0.210231810808182, 'y': 0.270251721143723, 'z': -0.030002254992723}","{'x': 0.220416828989983, 'y': 0.336113721132278, 'z': -0.014416668564081}","{'x': 0.233807951211929, 'y': 0.313939124345779, 'z': -0.033389121294022}","{'x': 0.252097636461258, 'y': 0.291526228189468, 'z': -0.005346306134015}","{'x': 0.233617439866066, 'y': 0.24657940864563, 'z': -0.039833165705204}","{'x': 0.245964348316193, 'y': 0.333939582109451, 'z': -0.019481983035803}","{'x': 0.270497113466263, 'y': 0.416295170783997, 'z': -0.029597628861666}","{'x': 0.292576372623444, 'y': 0.282696664333344, 'z': -0.03950347006321}","{'x': 0.306463241577148, 'y': 0.351528435945511, 'z': -0.036746017634869}","{'x': 0.265159755945206, 'y': 0.250052839517593, 'z': -0.034108456224203}","{'x': 0.230821028351784, 'y': 0.434144705533981, 'z': -3.15565103e-07}"
